,name,titles,rating,comments
1873,Abhishek,Satisfactory,4.0,
1874,Yaswanth S.,Very good phone with bit overpriced,3.0,"Although i have purchased from retail ..but the device performance is excellant.. I used to upgrade from XR to 12..and significantly notices the difference in viewing angle aspect as well as day to day use.. As per power management  stat after using 17 hrs, 20 percent battery left .. camera is flawless in daylight/ artificial lighting also superb night mode.. you can see the picture of white flowers taken in night mode.. Although i thought there will be no major difference in XR and 12 display, but it matters!!! You can observ the difference while viewing any high resolution and colourful content. Stereo sound improvment also found from my previous device.. But altough it is bit overpriced.. But any i phone user planning to upgrade from it’s older siblings he will not be disappointed and will enjoy the one handed opearation"
1875,Abhishek,Poor Battery,4.0,"🔋 is the worst, what's the point of buying 85K phone without charger only to find out it's battery can work only for15,16 hr max with normal usage."
1876,Yaswanth S.,Bekar,3.0,Bewkuf banata firta hai brand ke naam pe. Khali phokat pe paisa leta hai kuchh ma'am Ka Nahi. Pura faltu
1877,Abhishek,Worest mobile in the world,4.0,"You will take with 62000/-you are not able to watch any downloaded video, your not able to hear any downloaded songs….., then where is this keep one of big beep…………, 15000/-android mobile is better not greatar then this iPhones"
1878,Yaswanth S.,Best of its kind,3.0,I am using it since two weeks and everything is so good so farI use screen around 6 to 8 hours and still battery lasts for another half day.Tips to over come the heat issue while charging1) close all the apps2)don’t charge after use. Let’s the mobile cool down and then plug in3) follow battery cycle. I only charge when the battery is 5% and plug out after it is full4)use 20 Watts adapter for better battery performance
1879,Abhishek,Mst phone,4.0,Phone to bahut mst hai lekin bhai apni aukaat se baahar h. Bas photo dekh kar khush ho lete h.
1880,Yaswanth S.,"Display is too good, Feels better than iPhone 11",3.0,"Camera and Display is too good, feels good to hold in hand as compared to iPhone 11, battery is okayish"
1881,Abhishek,iPhones just got worth upgrading....,4.0,"iPhone 12 is the golden mean in all the iPhone 12 seriesBattery lasts for about a day.In Performance section, as usual, Apple is the best.It’s OLED display is mind blowing.Even though it is 5G compatible, 4G also works better.Don’t buy 64 GB as it will choke you much earlier as people tend to use iPhones for long times."
1882,Yaswanth S.,Its awesome!!! Better than how i expected!,3.0,I bought this product from the showroom but now we shifted from there to a different flat so i can't give the showroom the review. So I am giving it here to help other customers decide. This phone is really awesome! Good job apple. Its better than how I had expected it! Awesome product totally recommend to buy it!
1883,Abhishek,If you can buy this phone with selling your kidney then go for it,4.0,I am using I phones since years nowTake it if you can quality is no niceAnd lavender colour is superb
1884,Yaswanth S.,Apple addpter & ear phone,3.0,Why people are not giving addpter & ear phone.. Customer is paying more amt... People's making money.. Not ready to tack of customer... This very bad..
1885,Abhishek,Getting heated up,4.0,"Never ever buy iphone on sale from amazon. I had heating issues on the first day of usage. In the sense using camera fr 1 min caused my device to heat up.Contacted apple still i had unfavourable reception . Amazon offers 10 days replacement, but they never cease to reply if any query is being put forward. Never ever buy an iphone from online merchants.Could hav put 0 stars if there was an option."
1886,Yaswanth S.,It is so good,3.0,iPhone 12 just looks dope and is a very good phone but I bought from apple store. Please don’t buy from Amazon they sell used/already opened products.
1887,Abhishek,Great,4.0,It's a great mobile with apple ecosystem so glad to say that it's a beast in this kind good night
1888,Yaswanth S.,Five stars!!,3.0,Very good! A genuine product delivered by amazon. I'm very happy. Phone is awesome. Battery life is good. Thank you Amazon.
1889,Abhishek,Best delivery,4.0,"This is too good. Display, camera and battery are highlights.Don't go anywhere. Flipkart is best. Fast delivery of Flipkart."
1890,Yaswanth S.,Awesome as always,3.0,"Just bought iPhone 12 and loved it. Cool features with excellent performance. If you're planning to buy one of 12 series, buy iPhone 12."
1891,Abhishek,Beautiful features - camera and audio,4.0,Excellent battery life. Quality of photos and videos are awesome. Best phone in the iPhone range so far. Full screen gives more visibility
1892,Yaswanth S.,Display,3.0,"Best iphone till now. Superb display , brilliant camera, color accuracy, grip, battrry life. just too good to have one!"
1893,Abhishek,Camera and battery,4.0,"It has improved its battery quality and its camera is still better than iPhone 11 and oneplus 9 pro , I’m satisfied with the product"
1894,Yaswanth S.,Most disappointing,3.0,Friends just avoid purchasing iPhone it’s complete headache in every wayBattery is the biggest headacheCamera quality slightly better than other android phonesApps purchase problemMany apps aren’t workingHitting issues battery performance going down fastAnd several other problemsDon’t run after false reviewsIts overrated and highly misleading productIt’s like purchasing headache just to make little showoff
1895,Abhishek,Iphone 12 is amazing,4.0,Iphone 12 is an amazing phone according to me the picture quality is amazing and the features are really nice
1896,Yaswanth S.,I phone is always iphone,3.0,Man the chip is fast camera op All good than my Samsung fold2 which is word of 2lks this is with of 80k better
1897,Abhishek,Complete phone,4.0,"Amazing display, great graphics and camera, nice stereo sound, super fast, user friendly, good battery life, nice security and obviously killer looks."
1898,Yaswanth S.,I can say superb,3.0,Great one fabulous never expected this one great product by Apple after a long long time good to see this product
1899,Abhishek,Only Apple iPhone.. Love it,4.0,"Excellent Performance, Excellent New features. Camera, Battery I always love it...👌👌👌👍👍👍 Value for money. Worth buying. 👍👍👍👌👌👌. Like it. Nice design also"
1900,Yaswanth S.,Best,3.0,Good phoneI like it very muchYou can also buy the same phone with hdfc offers and win it
1901,Abhishek,Beautiful stylish phone with very good battery life,4.0,Beautiful phone with amazing battery life and camera quality. Face id works perfectly. Blue colour is very vibrant and stylish.Go for it
1902,Yaswanth S.,First iPhone impressed me,3.0,"                    The media could not be loaded.
                



 After using 7 years of android finally i choose iPhone.face id is awesome and haptics also best in class"
1903,Abhishek,The go to iphone for an everyday user,4.0,"Excellent device, beautiful iOS, AMOLED display and design. The only drawback for me coming from Android devices with massive batteries is that this only has a single day battery while I am used to more."
1904,Yaswanth S.,Excellent,3.0,Awesome phone with great looks and great hardware. Go for it without thinking twice.  Worth the money for the price paid.
1905,Abhishek,Impressive product,4.0,"                    The media could not be loaded.
                



 This is really a good product and there's build quality is superb 💪🏻I suggest to all small user choose this for daily use its really amazing product"
1906,Yaswanth S.,Beautiful Beast,3.0,Perfectness in every inch. Great battery backup and great display. Every thing is perfect. Green colour awesome for light colour lovers. Blue and red are too dark.
1907,Abhishek,best prooduct,4.0,RUSHIKESH PATEL IPHONE 12BEST AND GOOD PHONE.VALUE FOR MONEYGOOD CAMERA AND BATTERYCAMERA SENSOR IS BEST IN IPHONE 12
1908,Yaswanth S.,An amazing product,3.0,The A14 Bionic chip is indeed amazing. The sharp edges are a true beauty indeed. The camera performance is astonishing as well :)
1909,Abhishek,Its not a phone its iPhone!!!,4.0,"Gorgeous display, excellent camera quality and its worlds fastest phone, looks beautiful and feels premium in hand. The only downside is price in India. Lightning speed delivery with Amazon."
1910,Yaswanth S.,Best phone out there,3.0,best phone of 2020 for sure.combine it with the apple 20 w adapter and it will give 0 to 100 in less than 50 mins
1911,Abhishek,awesome!!!,4.0,Beautiful design ! Super performance ! Very nice mobile phone...(fingerprint is replaced with face recognition - no problems so far.)
1912,Yaswanth S.,Khatam tata bye bye,3.0,Okkk so done with one kidney going to sell another one for power adapter and for case 🤧 and ofcourse value for kidney 😅
1913,Abhishek,🔥,4.0,Best phone but doesn’t have myriad apps like android.Surround sounds!!! Best battery best display Love this phone. Best in class
1914,Yaswanth S.,BEST IPHONE EVER,3.0,Awesome battery life and camera was too good specially portrait mode is awesome.A14 bionic chip is awesome 😍i love it🔥
1915,Abhishek,So Good!!!!!,4.0,Great phone. But its costlier. Camera is best part. Battery life is great. Very light to hold. I love iphone.
1916,Yaswanth S.,I love iPhone 12 it’s best phone in the world I am happy .,3.0,"                    The media could not be loaded.
                



 Good product amazing look fast suffering on net best choice happy to take this I phone -12 I love this ."
1917,Abhishek,Beast,4.0,Beast....Ever...Don’t Trust Other Brand Plastics..Really worthable product from AppleThe Originallity and the Quality Ever from appleTrust
1918,Yaswanth S.,Better than androids almost in every category.,3.0,"This is my 1st iPhone after using androids for 10 years. I have started my android journey with Samsung galaxy S1 and after that HTC, ASUS, LG, many MI (including Mi3, first Xiaomi product in India) and since last 3 years 3 galaxy Latest series. To me camera is the most important feature for a mobile after making and taking calls. I was keen to buy S21 but felt apart from ultra other two are nothing special even not so premium like earlier galaxy series. By this time I broke my S20 plus and thinking for one plus 9pro but was not very happy with camera output, even lots of people are complaining about 888 chipset, and then I had only one choice it’s iPhone, I was very much in dilemma as it’s totally different OS with many restrictions. But somehow because of the camera I thought to give it a try, and man after 1 month I feel this is the best phone in the market. Other manufacturers must learn what’s called optimisation, that tinny battery can last for almost complete one working day, google apps work better than android, games work flawlessly . And safety and privacy is in different league, I can choose whether I’ll allow the app to track my use or not, Xiaomi are you listening??? And camera is surely best if you want to exact colour and white balance. Only disappointments are , WhatsApp chat can’t be transfer from android, Truecaller doesn’t work properly, and the Ugly big notch, common apple we know you brought this screen to body ratio concept but this notch needs to be removed."
1919,Abhishek,Stupidity of buying iPhone,4.0,I encourage people not to buy this. Because they are bullying you by their big name. The cost of the phone is no doubt high but without a charger is simply stupidity. I don't why people buy this when there are lots of options available with best features in other company. I am not ruthless atball towards iPhone brand but atleast the device should come with a charger with free of cost. Now a days iPhone is driving people who are actually stupid.
1920,Yaswanth S.,From iphone 6 to iphone 12,3.0,"I was using iphone 6 from past 5-6 years and this is my first upgrade after a while,Pros.1. Overall look2. Screensize(kind of perfect)3. Sound quality(love it)4. Fast processor(come on!)5. And the biggest improvement was battery life( note that i was using iphone 6)It is a big imporvement in terms of battery life, if you are coming from iphone 6, 6s or 7 or even iphone 86. Camera is obviously great on iphoneCons.1. Battery should be of bigger size( as people tend to use iphone for around 2-3 years, i am exception, i used my iphone 6 for around 5-6 years with 3 times battery replacement!😛2. Should have included the charger as commonly people dont have apple type c charger in their house)3. Other than these two things everything is perfect.Noted:The notch doesnt significantly have any sort of trouble while using it!(actually you wont even noticed it.)*I would suggest to go for iphone 12 rather than 12 pro series, only the difference is of steel body and one extra camera!same spec. same processor, same battery... everything is same!Why would you pay extra 40k for just the steel body and extra camera!(the picture quality is same)Choice is yours!✌🏻"
1921,Abhishek,More Reasonable Now.,4.0,"If you know where to look, you can find this phone for fifty two for the sixty four version. My review is based on that pricing as I got my father one of those just yesterday and here is what i have noticed.PROS -a) Great build quality, very light phone. After using an 11pro max and a 13pro max this size is so much easier to behold and a lot easier without bells and whistles.b) Good Camera set up - you will get two options, normal and zoom out. Both are clear and perfectly adequate.c) Nice loud speakersd) Oled Display - not the best display but this was apple's foray into a non-pro phone with OLED display and it was a very successful onee) Software - Apple software is great and the processor is speedy.f) Great voice quality and good signal - again somehting to behold and cherish.g) Face ID is supe fasth) Speedy now and speedy after 3 years also.CONS -Some may think this is expensive (but please note after 2 years you will still be able to get half of the value in return. That is something only Apple does well so cost of ownership works out to around 1000 a month)Feels very flimsy and insubstantial without case owing to less weightNo finger print scanner. Apple support is terrible.OPTIONS - If you want to go for an android i recommend the fan edition version of Samsungs, a one plus 9pro or a pixel 4a. The pixel 4a is best value. The one plus is good for photos but video is not even as good as an iPhone 8. Apple has best video in class across the last 3 years."
1922,Yaswanth S.,I am verg happy with this device,3.0,"                    The media could not be loaded.
                



 Kabhi kabhi dard hota hai par mirror click lene ke baad thorda acha lgne lagta hai, lelo addat hojyega dard sehne ka"
1923,Abhishek,iphone means no innovation,4.0,"iphone produce worst phone because it does not have 120 hz display , fast charging , still have a notch , no fingerprint reader, worst battery life , same old camera with no higher zoom lens and worst of all does not come with charger and earphones . it's just profitable product from Apple which only take your money for old and out dated piece of hardware .."
1924,Yaswanth S.,BEAST !!!!💥,3.0,"                    The media could not be loaded.
                



 Well it’s getting lots of hate and shame because of them removing the charger from the box when they know that 1 or 2 years later they will do the same, just like the headphone jack."
1925,Abhishek,No innovation yet and still expensive is not so fair strategy,4.0,"My redmi k20 pro performs way better in terms of performance, battery & camera when compared with this iphone 12. Just you need to use Google camera apk in your k20 pro to experience much better quality of camera than stock app. Bad apple strategy to sell anything at any price. Innovations in apple are done at least after 5 years of when android innovates"
1926,Yaswanth S.,Price is too high,3.0,It's not worth ... Price is too high nothing special.. brands are taking more money not thinking about customer satisfaction
1927,Abhishek,Amazon playing mind games with public,4.0,Amazon selling used or refurbished product's.. when we investigated and apple care tell that this phone used with different pH number. Amazon giving benifits and offers on only one colour that left over stock
1928,Yaswanth S.,Maza nahi aya,3.0,Phon me dikhta hai mai no. Dail karta hu toh call lag jati hai... camera use karu toh photo khich jati hai.. charge se hata deta hu toh battery kam hone lagti hai..
1929,Abhishek,Higley overpriced,4.0,"With such features it shouldnt be priced more then 30,000 ! Sice ios isnt much platform its price must cut off to 65% atleast"
1930,Yaswanth S.,Worst battery life,3.0,Purchase date:19-04-2021Product:iPhone 64 GB BlueComplaint raised to iPhone on 21st 04 2021 on worst battery experience in response they said it’s common although I’m using iPhone from 6th series & currently using X with battery life of 80%
1931,Abhishek,Bad service and brand,4.0,Maine aaj hi I phone 12 khrida hai or isme sounds ka problem ho rha hai lekin item ko return nhi kiya ja rha hai
1932,Yaswanth S.,Worst Battery,3.0,Don't buy iphone if you are an android user & you want to swich an iPhone because battery experience is not good in all iPhones.
1933,Abhishek,Don’t buy,4.0,Please don’t buy iPhone 12 no battery backup I just wast my money. Go for one plus and save money and time
1934,Yaswanth S.,BUY iphones from stores only !!!!,3.0,"If you’re investing so much money , buy from original and certified store only , a lot of defective pieces on amazon"
1935,Abhishek,Bad,4.0,Bad experience for this phone andApple is fooling us and sell to expensive products and Very bad company don't buy it
1936,Yaswanth S.,Recommend to look for other options,3.0,After buying it miseries starts....no matter how much discount you get you need to spent atleast 10k additional for the basic accessories. First Apple product n really disappointed.
1937,Abhishek,Worst,4.0,"Worst phone ever to be frank oppo or vivo  would be much better than this ,at this price point we can buy 2 phones."
1938,Yaswanth S.,Showpiece,3.0,Koi baat nhi aaple logo he issme . Showpiece achha hai. lelo bhai lelo jaldi . Status maintain karo. Dikhao aapna apple
1939,Abhishek,worst phone,4.0,worst iphone i have ever used in my lifewaste of money worst performance worst camera worst sensors and worst sound
1940,Yaswanth S.,Wrong description fraud with customers,3.0,"In description it has iPhone 12 with 6.1 inch display, but actually received is iPhone 12 mini, it's total fraud with customers"
1941,Abhishek,Battery defective,4.0,Battery% dint increase more than 10% and temperature alert came often. Defective product. Very dissatisfied with the product and service.
1942,Yaswanth S.,Overpriced,3.0,"Overpriced product not worth the price waste of money, don't buy it.usless product the design is worst and it is overpriced."
1943,Abhishek,Battery,4.0,Worst ever  that any other phones low camera and battery life low quality product  I am so sad for this
1944,Yaswanth S.,Will not provide fastest (mmWave) 5G in India,3.0,"After costing a huge amount iPhone 12 will not support 5G mmWave in India, which is the fastest 5G. So, before purchasing be cautious about the fact.."
1945,Abhishek,Dont waste your money,4.0,"Waste, it is worth 10,000/ only...Dont go blindly for apple logo...Apple will shut down soon in india..Worst"
1946,Yaswanth S.,Don't buy it online,3.0,Plz take from shop not amazon I got broken😤😤 don't buy online it's worth l e s sOk
1947,Abhishek,Performance is very average compared to other phones at same price range and eve even cheaper.s,4.0,Phones below 10knhabe better displays.Good camera but not the best.Just another marketing skill every fool falls for everyday
1948,Yaswanth S.,Battery issue,3.0,Waste of money display quality also poor and battery is very worst than iphone 11 pls dont buy it and waste your money
1949,Abhishek,Good product...only if you are going to keep it for 5-6 years,4.0,"Buy good product one or two years after launch and use it for atleast 5-6 years. This way you get complete worth of the money you spend....Half a lakh rupee is surely big money. Try saving half a lakh rupee or try earning half a lakh rupee with honest work then we  understand the effort we put in earning. So for any normal people it is utter waste of money if people are upgrading phones or any tech every year (unless you are having lots of black money or free money).Here is a small advice - buy good brand product after 1-2 years of launch. This way you pay less to good product. Now that you have purchased good product, use that product for atleast 5-6 years. This way you get complete worth of the money you spend on product.There is no pride in owning a latest and greatest tech that either sits in our pocket or in our backpack (laptops) every 6 months or 1 year. Youtuber make money by talking great about every product launched daily. It's their way of making living. Instead of tv commercials companies are using YouTubers to sell their product. So don't waste money on tech like smartphones, tablets, laptops or whatever every 6 months to 1 year.If company say we improved camera that is not a good enough reason to upgrade and make companies rich. This type of consumers are helping companies to make profit without offering genuine new tech. Tell me what value does a higher mega pixel camera add ? To take photos you have to travel and to travel you need money. If you are not travelling anywhere what photos will you take or what memories will you capture.Think of current crises in society. Consumerism has succeeded in keeping people poor and making them dumb. Owning costly phones frequently upgrading will never make you rich nor make you feel good for long time. Life is not about smartphone upgrade. Tech products are bare essentials and not life style.Be sensible in your purchases. Save money. Dont make upgrade your lifestyle. There are lot of better and worthy experiences that can bring long term happiness. In the end its these non consumerism experiences you value.most and miss most. Ex - you will be more sorry in the end that you could not travel, see places, meet interesting people, built a stable simple life and that you spent all your hard earned fortune in upgrading tech products frequently.Frequent tech upgrade is not life..."
1950,Yaswanth S.,Beauty + Beast,3.0,"I have been an Android power user for 12+ years having used over 6 high end devices. I have enjoyed using every android device and was super comfortable having full control over Android OS/ecosystem (highly customizable options).iPhone 12 or rather iOS is in entirety a different world altogether. Simple, elegant, amazingly powerful, rich features and fully secure. iPhone 12 is a stunning beauty with a beastly performance. Simply put - iPhone 12 is vivacious, curvaceous, elegant, attractive and just feels so good. It's design is impeccable and purple of all looks super stunning.Now for the specs:1) A14 Bionic Chip: First chip in the smartphone industry built on a 5-nanometer process for performance and efficiency improvements. The 6-core CPU and 4-core GPU in the A14 is 50 percent faster than the fastest competing smartphone chips. Also includes a 16-core Neural Engine that offers an 80 percent increase in performance for machine learning tasks2) Camera: 27 percent more light for better performance in low-light conditions along with 2x optical zoom and 5x digital zoom. The photos are just brilliant, even in low light conditions. This iPhone can capture 30fps HDR video with Dolby Vision, enabling cinema-grade videos. For video fanatics this iPhone offers 4K HDR video recording3) Display: 6.1-inch Super Retina XDR OLED display / 2532x1170 resolution. It's a treat to watch videos on this iPhone. It's lively & pixel perfect.4) Battery: Well, this one is a slight bummer. Yes, much depends on your daily usage but overall it's pretty good.5) Security/Privacy: iOS is a closed ecosystem which gives less control to developers. This is the single biggest edge iOS has. Their review systems for developer is a cut above the rest. Though iPhones are vulnerable to hackers/viruses the chances are minimal because of their exhaustive sec measures6) Design: I love the new design of the iPhone 12. In addition to being smaller and lighter, it has flat sides and a flat screen.The iPhone 13 still doesn't cut above iPhone 12 in many aspects. I believe iPhone 12 is still the best smartphone until the launch of iPhone 14 (if some real tangible features & not just settling for some minor tweaks). Though it's been a full 1 year since it's launch, iPhone 12 is very much worth buying."
1951,Abhishek,IPhone 12 review-sindhuja Badigineni,4.0,"The iPhone 12 is the fanciest smart phone in the market currently. The iPhone is assembled with great care and caution so as to successfully meet the evolving customer needs. In order to demonstrate Apple’s commitment to meeting the needs of its consumers, this paper provides a product review of the IPhone 12.This phone costs ₹72,999 but it is worth the price.  First of all, the IPhone 12 has a beautiful design. Many customers are concerned about how their phone looks. Unlike other phones that do not address this need, IPhone has an aesthetic feel. The IPhone 12 is also lighter compared to many other phone models (McFedries 12). This means that the phone is easy to carry both in the pocket and by hand. The weight of the phone matters because in many cases, heavier phones face the risk of dropping to the floor in case one is multitasking while handling the phone. In addition, it is sometimes uncomfortable to carry a heavy phone in the pocket because it often wears off due to the heavy weight. In addition to the light weight that characterizes the iPhone 12, it is important to understand that the phone has a higher speed in terms of internet connection and detection compared to other phones and the IPhone 11 model. This means that consumers will be able to enjoy the fast internet as they surf the internet. Considering the growing need for accessing the internet in daily activities such as social media, iPhone 12 is an ideal phone to possess.  In addition to faster internet and Wi-Fi the iPhone 12 has a great GPS and location service (Cohen 31).This means that there is no need for purchasing a GPS if one possesses an iPhone 12. This shows that the iPhone12 is cost effective because one can save money for gadgets such as a GPS because the iPhone12 provides the same service. In addition to the GPS, the iPhone 12 can store large quantities of data, especially music. With an iPhone 12 one does not have to purchase an iPod for the purposes of listening to music. One can either save music directly on the iPhone12 or use a memory card to save music. In addition to music, the iPhone 12 has an excellent camera. The neatness of the pictures taken using the iPhone 12 is greater than other phones such as Android models and the iPhone 11. It is also important to note that the iPhone 12 provides a wide range of photo editing software compared to other phones in the market. Therefore, in addition to saving money that would be used to buy a GPS, one can also save money that could be used to buy a camera. The iPhone 12 also comes with excellent ringtones that can be assigned to each caller in the phone contacts. This is a characteristic that is not available in many phone models and those phones that have the service do not have nice ringtones.  In addition to the software component of the iPhone 12, it is important to note that this phone's battery is long-lasting (Kelby & White 29). This means that the iPhone 12 can be able to stay charged for a longer time compared to many other phone models. For example, Android phones are known to drain their charge in a short period. Therefore, if one is looking for a phone that has a long battery life, the iPhone 12 is the ideal phone to purchase"
1952,Yaswanth S.,Service Woes....Defective product combined with Poor Service...read on......,3.0,"Given a 1 Star as Apple continues to sell a defective product without resolving reported issues worldwideBeware: Buy at your own LUCK. This is solely based on my 2 months of experience with a defective iPhone12 128GB purchased from Amazon.Part I - The Rise of 'iPhone'The Saga began with an aspiration to buy a quality iPhone, feedback was that it never hangs....but wait no one told me that it won't hang till it works . This came as a gift to me from my wife, seeing my aspiration, she also got inspired and jumped the Gun to buy it on my birthday......But none of us imagined the nightmare it will become if you got yourself a defective piece. Don't believe me, search for ""iPhone 12 non-responsive screen"". You will get heartburns reading how many of them have non-responsive screens and have not worked even after replacement of whole phone itself, one guy had it replaced 3 times but issue kept coming back.It seems iPhone 12 is a defective buildAfter approx 15-20 days I started seeing same issue of phone unlocking(face unlock) but then nothing used to work on the touch screen. You are effectively not able to walk past the unlocked screen.If you locked and unlocked again, touch screen would start functioning till the next time it would behave in the same manner. I installed the apple support app to diagnose the issue and luckily the touchscreen issues went away without any trace.But wait, I wasnt so lucky, the same issue crept back exactly on the 54th day but this time with a vengeance, the phone simply wouldn't unlock no matter what you do. You can see the screen, it would charge and reboot and all that . Now began the nightmare which is the Part II.Part II - The Phantom(iPhone service) menace- No direct way to contact India customer support, only through chat and they will do an automated call back- First they tell me the usual workarounds, press button A, B, C etc etc. which I have already tried, standard procedures eating up so much time- Next after frustrating 30 min call with them, they send me instructions over email to take backup and do a factory restore(ignoring the fact that the touch screen isnt working)- As expected cannot take backup using itunes due to the PIN which requires your touch screen to work, frustrations are on the peak.- Now I reach back to support and they are trying to get me an appointment with the nearest service center, their service locator app is not working and I am scheduled a call back.- I wait at the designated schedule but I get a mail that I am not reachable, wait....my number is pre-fixed with a +91 and the automated call back is also adding another +91......shikes I will never get a call back.- Now I try to reach out to them, with the frustrations at the peak, didn't want to talk to them so started a chat session and luckily got the appointment with them in the next hour.- Reached the Service center, they asked me to wait, diagnosed and found that the iphone screen is not responsive, have to seek guidance from Apple.- After a week of checking online status which didnt change, I called the service center and asked for status. I am told that they are waiting for parts from Apple. I told them I am not interested, either replace the whole handset or refund the money.-I am provided Apple support number to talk to, as it a decision that has to come from Apple.- I immediately call Apple support and have a long conversation of over 45 minutes in which they are defiant to replace the handset and insist that they provide quality repair in India which after repairs will be like new only.- I offer them this ""NEW"" repaired phone and to give me my money back. I also state that in the USA, they replace and in INDIA is a repair, to which I am given an answer that every region has a different policy.....how discriminatory.- The call ends after 45 minutes of strong discussions that I will evaluate the quality of repair and then only accept the phone back. But with still no change in status on their site, I am not sure if they even know what to do with these screen issues on iPhonePart III - The Empire Strikes Back- For many days apple service did not have a clue on whats happening except for waiting for Apple to respond- After multiple followups and posts on twitter, got some attention- Repaired phone(not acceptable) was returned after 13 days with chassis replaced- Poor service for one of ""the"" expensive phones on this planet, Apple has taken Indian customers for granted. I am sure they would have replaced the phone immediately in US.BAD overall experience, has spoiled the product ownership experience forever."
1953,Abhishek,Misleading picture and wrong Product Information,4.0,"Looks like the phone has two vertical lenses and the case has an additional lens, covering the flash of the mobile! Curious to know what this new technology is..."
1954,Yaswanth S.,Excellent buy all latest IoS,3.0,"                    The media could not be loaded.
                



 Best betI listen all reviews of this segmant all  giant killers of samsung OnePlus Mii 11 x pro etcPerfomance, security  , safety Excellent12  having same  processor etc of 13 pro , camera not badI am choosing good compatible cell phone not cameraSize and wait well balanced kudos"
1955,Abhishek,The iPhone (again) with an OLED display,4.0,"While the iPhone 11 is an amazing device, without doubt, yet it has an IPS display. Older iPhone X and iPhone XS had OLED displays. Apple returned to OLED again with iPhone 12, although the refresh rate is at 60Hz. For those, who have not used devices with 90Hz or 120Hz, you would not notice any differences. Moving from an older iPhone with IPS display to iPhone 12, and you would immediately notice the crisp blacks. Battery size physically is less than the iPhone 11, yet Apple tweaks the A14 Bionic coupled with the iOS, which easily stretches the charge for 10-12hrs. on regular usage. Those heavily into web browsing, gaming etc. may not have such a long run with a single charge, yet it is capable enough for a pretty long day, without the need to plug in to the outlet. Oh, and yes, iPhone 12 comes with a USB-C to Lightning cable, but no charger. You will need to get a USB-C charger separately, either from Apple or other brands. Else, you can use your Qi charger, if you have one already.iPhone 12 also has a more boxy look, a throwback to the iconic iPhone 4 days. Overall, as with any Apple phone, it is an amazing device, if you use your smartphone for all the regular usage like apps, gaming, web browsing. And yes, it can send messages. Oh, forgot, it can make and receive calls too, quite well!"
1956,Yaswanth S.,"Mobile is Ok, Display Brightness is ‘Bakwas’",3.0,"I am using iPhone from last 7 Year.So i have experience 😀.1. Performance is Ok2. Camera is Decent3. Camera’s video quality is Fabulous/Awesome. Smooth like butter on 60fps.4. Display size perfect 👍🏼 for me.5. Wait is nothing.6. Screen Colours is also great.But but buti don’t like Brightness for iPhone 11 and now iPhone 12. iPhone 12 pro’s brightness is ok, but i can not see anything on direct Sunlight.There i feel i am using a cheap mobile phone.I have an one+ 7 pro phone, that’s display is awesome, although i love that’s display more than one+ 8/ 9 pro also, due to without notch."
1957,Abhishek,iPhone is iphone,4.0,iPhone is iPhone. Switched from Honor Flagship phone and it was smooth transition. Delivery by Amazon is just wow. Seal proof packaging and one day delivery. Ordered same phone from Flipkart and they delivered me Shampoo😩ios is very smooth.battery life is good. Face unlock is breezing fast. Overall must buy if you are looking for secure sturdy and safe phone beyond 50k.
1958,Yaswanth S.,Nearly there to being just the perfect phone,3.0,"I have been an android user and shifting to Apple was a real uphill task in my thoughts. Proved quite the opposite. It's a smooth experience. Battery can be better considering how much better other phones r getting, rest all seems fine. No issues so far. In love with the camera. Super light weight(you do need a back cover) and amazing."
1959,Abhishek,Best choice,4.0,"I was doubtful in the beginning to order in Amazon but now I have been using for last two months and I have been having a best experience. Some people said the battery life is not good but it’s really good. I will have to charge the phone every day once after using actively and it is normal. Amazon price is Rs.10,000 lesser than what we get outside. I am happy about this product."
1960,Yaswanth S.,My favourite mobile.,3.0,Good battery life and fast face recognition but no fingerprint reader.
1961,Abhishek,All good,4.0,"The speed was so cool on operating system and app, other phone using but still using iPhone."
1962,Yaswanth S.,"Iphone hai bhyi , kya hi Rating de ise.😂😂",3.0,"Accha hai,Ek baar le kr dekho.😂"
1963,Abhishek,Good phone,4.0,Phone is good old phone exchange then this phone buy good
1964,Yaswanth S.,Apple is an apple,3.0,No disappointed but little low jn comparison of OnePlus 8pro
1965,Abhishek,Liked the product met the expectations,4.0,Like color photography with the camera are good.value for money
1966,Yaswanth S.,Mst buy😍😍,3.0,"                    The media could not be loaded.
                



 Guy's if you want.just buy don't think.Amazing product. Thanks Amazon and seller."
1967,Abhishek,Not worth its price.,4.0,Not worth the price.
1968,Yaswanth S.,Excellent,3.0,All'good
1969,Abhishek,Awesome,4.0,Loved it …
1970,Yaswanth S.,Awesome,3.0,This is a beautiful and powerful in every aspect.
1971,Abhishek,Nice Mobile,4.0,Nice Mobile
1972,Yaswanth S.,Good,3.0,Good
1973,Abhishek,Average hand set smart phone,4.0,Finger print reader of this device is not so user friendlyThat’s what I felt with my smart phone
1974,Yaswanth S.,Good,3.0,Good
1975,Abhishek,Nice,4.0,Nice
1976,Yaswanth S.,Best camara,3.0,"light weight , smooth performance and bets camara."
